address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zipcode
Address: 2578 32nd Avenue,1,4,1536,10/28/2015,880000,37.739137,-122.489058,Parkside,8,SingleFamily,1906,94116
Address: 39 Broderick Street,2,2,1324,10/28/2015,1325000,37.770648,-122.438888,Buena Vista Park,6,Condominium,1909,94117
Address: 759 40th Avenue,2,2,1800,10/28/2015,1400000,37.774447,-122.500777,Outer Richmond,7,SingleFamily,1923,94121
Address: 1751 45th Avenue,2,3,1770,10/28/2015,1200000,37.753897,-122.504725,Outer Sunset,8,SingleFamily,1945,94122
Address: 110 San Leandro Way,2.5,4,2565,10/28/2015,2500000,37.734424,-122.469045,St. Francis Wood,9,SingleFamily,1925,94127
Address: 555 4th Street #733,1,1,691,10/27/2015,845000,37.779422,-122.396712,South of Market,4,Condominium,2006,94107
Address: 21 Rutledge Street,2.5,3,1427,10/27/2015,1120000,37.745064,-122.406406,Bernal Heights,6,SingleFamily,2002,94110
Address: 1211 Dolores Street,2,3,1480,11/21/2013,1510000,37.74998,-122.42464,Mission,6,Condominium,1906,94110
Address: 370 Church Street #K,1.5,2,1200,10/27/2015,1105000,37.765062,-122.429077,Eureka Valley - Dolores Heights - Castro,5,Condominium,1981,94114
Address: 1966 48th Avenue,1,2,1150,10/27/2015,1045000,37.749779,-122.506999,Outer Parkside,6,SingleFamily,1925,94116
Address: 2055 35th Avenue,2,3,1450,10/27/2015,1200000,37.748703,-122.493615,Parkside,6,SingleFamily,1956,94116
Address: 3025 Broderick Street,2.5,3,1730,10/27/2015,2500000,37.798244,-122.44452,Cow Hollow,6,Condominium,1938,94123
Address: 216 Waterville Street,1,2,1175,10/27/2015,595000,37.732034,-122.402721,Silver Terrace,5,SingleFamily,1948,94124
Address: 680 Los Palmos Drive,2.5,3,1897,10/27/2015,1208000,37.735086,-122.457159,Westwood Highlands,7,SingleFamily,1949,94127
Address: 81 Pinehurst Way,3,4,2050,10/27/2015,1350000,37.728055,-122.465187,Mount Davidson Manor,8,SingleFamily,1927,94127
Address: 346 Duncan Street,3,4,3325,10/27/2015,3250000,37.74621,-122.428867,Noe Valley,9,SingleFamily,1900,94131
Address: 745 De Haro Street,2,2,2024,10/26/2015,2250000,37.760424,-122.400862,Potrero Hill,9,SingleFamily,1900,94107
Address: 242 San Jose Avenue,2,4,2460,10/26/2015,3800000,37.751288,-122.421941,Mission,10,SingleFamily,1916,94110
Address: 351 East Buena Vista Avenue #404E,1,1,690,10/26/2015,347500,37.766872,-122.43959,Buena Vista Park,3,Condominium,1987,94117
Address: 509 Central Avenue,1,2,1173,10/26/2015,1225000,37.774353,-122.444686,North Panhandle,5,Condominium,1914,94117
Address: 691 29th Avenue,1,3,1400,10/26/2015,1050000,37.776305,-122.489,Central Richmond,6,SingleFamily,1941,94121
Address: 1735 39th Avenue,1,2,1009,10/26/2015,950000,37.754463,-122.498312,Outer Sunset,5,SingleFamily,1943,94122
Address: 465 Marina Boulevard,5.5,6,5420,10/26/2015,8001000,37.805653,-122.441194,Marina,14,SingleFamily,1930,94123
Address: 44 Sequoia Way,1,2,1340,10/26/2015,1270000,37.739393,-122.448954,Miraloma Park,6,SingleFamily,1931,94127
Address: 1032 Junipero Serra Boulevard,2,3,1570,10/26/2015,1300000,37.719124,-122.472949,Lakeside,5,SingleFamily,1949,94132
Address: 601 Van Ness Avenue #147,1,0,594,10/23/2015,466000,37.781386,-122.421406,Van Ness - Civic Center,2,Condominium,1982,94102
Address: 451 Kansas Street #489,1,0,453,10/23/2015,640000,37.76408,-122.403289,Potrero Hill,2,Condominium,2007,94107
Address: 674 Douglass Street,3,5,2318,10/23/2015,1850000,37.75301,-122.438942,Noe Valley,6,SingleFamily,1912,94114
Address: 2921 Washington Street #6,1,1,1070,10/23/2015,1250000,37.790535,-122.441409,Pacific Heights,5,Condominium,1916,94115
Address: 1521 Baker Street,4,5,3528,10/23/2015,3500000,37.785516,-122.443595,Lower Pacific Heights,10,SingleFamily,1900,94115
Address: 2330 Sloat Boulevard,1,3,1350,10/23/2015,1010000,37.734889,-122.499439,Outer Parkside,6,SingleFamily,1948,94116
Address: 647 4th Avenue,1,2,1371,10/23/2015,1110000,37.776418,-122.462131,Inner Richmond,5,Condominium,1906,94118
Address: 615 15th Avenue,2,3,2385,10/23/2015,1500000,37.776432,-122.473928,Central Richmond,10,SingleFamily,1915,94118
Address: 2617 Cabrillo Street,1.25,2,1415,10/23/2015,1168000,37.774109,-122.486828,Central Richmond,5,SingleFamily,1948,94121
Address: 674 30th Avenue,2,3,2400,10/23/2015,1300000,37.776547,-122.489529,Central Richmond,7,SingleFamily,1929,94121
Address: 1826 26th Avenue,1.5,4,1382,10/23/2015,1020000,37.753369,-122.483607,Central Sunset,7,SingleFamily,1947,94122
Address: 2143 Bay Street,2,2,1714,10/23/2015,2100000,37.80168,-122.44224,Marina,5,Condominium,1928,94123
Address: 56 Orsi Circle,3,4,1626,10/23/2015,700000,37.728623,-122.397448,Bayview,7,SingleFamily,1997,94124
Address: 463 Ulloa Street,1,1,936,10/23/2015,1175000,37.740866,-122.45882,Forest Hill Extension,4,SingleFamily,1921,94127
Address: 101 Urbano Drive,3,3,2570,10/23/2015,1775000,37.725074,-122.464541,Ingleside Terrace,9,SingleFamily,1923,94127
Address: 211 Granville Way,3,4,2758,10/23/2015,2325000,37.742287,-122.462759,West Portal,5,SingleFamily,1923,94127
Address: 1863 Church Street,1,2,1400,10/23/2015,1468000,37.740605,-122.426402,Glen Park,5,Condominium,1927,94131
Address: 36 Meadowbrook Drive,3,4,2205,10/23/2015,1495000,37.733527,-122.484333,Lakeshore,11,SingleFamily,1941,94132
Address: 33 Vandewater Street #103,2,2,950,10/23/2015,1060000,37.805138,-122.412582,North Beach,4,Condominium,1981,94133
Address: 386 Oxford Street,1,2,985,10/23/2015,675000,37.725087,-122.419173,Portola,5,SingleFamily,1945,94134
Address: 32 Tioga Avenue,1,3,1068,10/23/2015,679000,37.716109,-122.40347,Visitacion Valley,4,SingleFamily,1953,94134
Address: 1120 Clay Street,2,4,1500,10/22/2015,1525000,37.793757,-122.411666,Nob Hill,7,Condominium,1908,94108
Address: 66 Cleary Court #502,2,2,1096,10/22/2015,840000,37.784298,-122.427058,Western Addition,5,Condominium,1963,94109
Address: 806 York Street,1,2,1047,10/22/2015,980000,37.759044,-122.408996,Mission,5,Condominium,1911,94110
Address: 126 Park Street,1,2,1070,10/22/2015,1300800,37.736403,-122.422771,Bernal Heights,6,SingleFamily,1940,94110
Address: 285 Paris Street,1,2,650,10/22/2015,1188000,37.724063,-122.43279,Excelsior,10,SingleFamily,1900,94112
Address: 2201 Sacramento Street #601,2,2,1498,10/22/2015,2000000,37.7902,-122.429285,Pacific Heights,5,Condominium,1928,94115
Address: 155 Central Avenue,2,3,1394,10/22/2015,1250500,37.771125,-122.444085,Haight-Ashbury,6,Condominium,1900,94117
Address: 131 Divisadero Street,2,2,1754,10/22/2015,1575000,37.76934,-122.43702,Buena Vista Park,5,Condominium,1995,94117
Address: 249 Rivoli Street,2,3,2200,10/22/2015,2651000,37.762031,-122.451553,Parnassus - Ashbury,6,SingleFamily,1936,94117
Address: 3991 Washington Street,3,3,1880,10/22/2015,2327500,37.788285,-122.45903,Presidio Heights,7,Condominium,1905,94118
Address: 1791 48th Avenue,1.5,3,1228,10/22/2015,810000,37.753072,-122.507778,Outer Sunset,5,SingleFamily,1952,94122
Address: 1566 27th Avenue,3.5,3,2050,10/22/2015,1320000,37.758228,-122.485022,Central Sunset,6,SingleFamily,1931,94122
Address: 1370 31st Avenue,2,3,1516,10/22/2015,1380000,37.761701,-122.489564,Central Sunset,6,SingleFamily,1935,94122
Address: 219 Hearst Avenue,1,2,1049,10/22/2015,1175000,37.730464,-122.442765,Sunnyside,4,SingleFamily,1900,94131
Address: 489 30th Street,1,2,975,10/22/2015,1250000,37.741635,-122.430662,Glen Park,5,SingleFamily,1900,94131
Address: 260 King Street #753,1,1,556,10/21/2015,612000,37.777191,-122.393394,South of Market,2,Condominium,2004,94107
Address: 88 King Street #307,2,2,1116,10/21/2015,1300000,37.780117,-122.389648,South Beach,4,Condominium,2000,94107
Address: 601 4th Street #321,1,1,1502,10/21/2015,1400000,37.778163,-122.395774,South of Market,4,Condominium,1916,94107
Address: 631 Folsom Street #7D,2,2,1230,10/21/2015,1458000,37.784713,-122.396873,Yerba Buena,5,Condominium,2009,94107
Address: 1810 Polk Street #9,2,2,1006,10/21/2015,1250000,37.793685,-122.420944,Nob Hill,4,Condominium,2006,94109
Address: 79 Santa Marina Street,1,2,875,10/21/2015,1150000,37.740103,-122.421365,Bernal Heights,5,SingleFamily,1909,94110
Address: 4622 18th Street,2,2,1460,10/21/2015,1510000,37.760688,-122.441596,Eureka Valley - Dolores Heights - Castro,6,Condominium,1902,94114
Address: 559 Douglass Street,3,3,1940,10/21/2015,2850000,37.754671,-122.438486,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1900,94114
Address: 724 Cole Street #1,1,1,628,10/21/2015,746000,37.767875,-122.450034,Haight-Ashbury,3,Condominium,1959,94117
Address: 1921 Page Street,2,3,1514,10/21/2015,1475000,37.769969,-122.452503,Haight-Ashbury,5,Condominium,1900,94117
Address: 438 8th Avenue #201,2,3,1336,10/21/2015,1150000,37.780115,-122.46605,Inner Richmond,6,Condominium,1996,94118
Address: 583 41st Avenue,3,3,1295,10/21/2015,1140000,37.77772,-122.501977,Outer Richmond,6,SingleFamily,1941,94121
Address: 2186 Vallejo Street #1,2,2,1171,10/21/2015,2300000,37.795758,-122.433173,Pacific Heights,4,Condominium,1900,94123
Address: 119 Britton Street,1,2,860,10/21/2015,620000,37.712221,-122.412402,Visitacion Valley,4,SingleFamily,1948,94134
Address: 6050 Geary Boulevard #402,1,2,938,10/20/2015,820000,37.780406,-122.48458,Central Richmond,4,Condominium,2000,94121
Address: 250 King Street #914,1,1,962,10/20/2015,900000,37.777645,-122.39343,South of Market,3,Condominium,2004,94107
Address: 997 Carolina Street,2,2,1067,10/20/2015,920000,37.755969,-122.399473,Potrero Hill,5,Condominium,1978,94107
Address: 7436 Geary Boulevard,1,2,1319,10/20/2015,920000,37.779485,-122.49908,Outer Richmond,5,Condominium,1904,94121
Address: 769 19th Avenue,1.5,2,1400,10/20/2015,1010000,37.773473,-122.47788,Central Richmond,6,Condominium,1922,94121
Address: 3826 Kirkham Street,2,3,2110,10/20/2015,1148000,37.758972,-122.502064,Outer Sunset,8,SingleFamily,1938,94122
Address: 139 Marietta Drive,1,4,1275,10/20/2015,1150000,37.740763,-122.44751,Miraloma Park,6,SingleFamily,1951,94127
Address: 1723 27th Avenue,2,3,1400,10/20/2015,1200800,37.755231,-122.48547,Central Sunset,5,SingleFamily,1939,94122
Address: 370 Maynard Street,2,3,1487,10/20/2015,1240000,37.73026,-122.422324,Excelsior,6,SingleFamily,1942,94112
Address: 2643 31st Avenue,3,4,1900,10/20/2015,1300000,37.738141,-122.488577,Parkside,7,SingleFamily,1936,94116
Address: 1685 Page Street,1,2,1237,10/20/2015,1300000,37.770622,-122.448471,Haight-Ashbury,5,Condominium,1901,94117
Address: 905 Divisadero Street,1.5,3,1764,10/20/2015,1375000,37.778018,-122.438729,North Panhandle,6,Condominium,1900,94115
Address: 71 Garcia Avenue,2,3,1718,10/20/2015,1450000,37.74387,-122.459418,Forest Hill Extension,6,SingleFamily,1926,94127
Address: 1642 42nd Avenue,3,6,3350,10/20/2015,1475000,37.756071,-122.500992,Outer Sunset,11,SingleFamily,1941,94122
Address: 1040 Lake Street,2,3,1770,10/20/2015,1600000,37.786609,-122.470779,Lake,6,Condominium,1907,94118
Address: 669 Hearst Avenue,3.5,4,2536,10/20/2015,1875000,37.730424,-122.452755,Sunnyside,7,SingleFamily,1922,94112
Address: 355 Bryant Street #102,2,2,2203,10/20/2015,2100000,37.78355,-122.392425,South Beach,2,SingleFamily,1917,94107
Address: 178 Ripley Street,1,3,1875,10/20/2015,2180000,37.744106,-122.41093,Bernal Heights,7,SingleFamily,1990,94110
Address: 50 Ulloa Street,2.5,4,2100,10/20/2015,2200000,37.744998,-122.454639,Forest Hill Extension,7,SingleFamily,1939,94127
Address: 170 Vasquez Avenue,3.5,4,2370,10/20/2015,2265000,37.744441,-122.460645,Forest Hill Extension,11,SingleFamily,1941,94127
Address: 318 Walnut Street,3,4,2707,10/20/2015,3750000,37.788271,-122.44844,Presidio Heights,10,SingleFamily,1907,94118
Address: 2730 Broderick Street,3.5,4,3801,10/20/2015,5500000,37.795582,-122.443306,Cow Hollow,8,SingleFamily,1917,94123
Address: 31 St. Charles Avenue,1,3,1200,10/19/2015,788000,37.713485,-122.469098,Ingleside Heights,6,SingleFamily,1948,94132
Address: 10 Miller Place #503,1,1,775,10/19/2015,825000,37.793228,-122.40891,Nob Hill,4,Condominium,1963,94108
Address: 1550 Kirkwood Avenue,3,4,2716,10/19/2015,1050000,37.737778,-122.388738,Bayview,7,SingleFamily,1907,94124
Address: 541 Gates Street,1,2,1125,10/19/2015,1090000,37.736501,-122.413965,Bernal Heights,5,SingleFamily,1947,94110
Address: 1998 Pacific Avenue #203,2,2,1075,10/19/2015,1105000,37.794495,-122.427985,Pacific Heights,4,Condominium,1964,94109
Address: 797 Head Street,1,3,1852,10/22/2015,1150000,37.72144,-122.46467,Merced Heights,7,SingleFamily,1925,94132
Address: 108 Bronte Street,2,3,1446,10/19/2015,1265000,37.737976,-122.410468,Bernal Heights,5,SingleFamily,1950,94110
Address: 1988 Bush Street,3,3,3024,10/19/2015,1895000,37.787686,-122.429948,Lower Pacific Heights,11,SingleFamily,1900,94115
Address: 18 Moore Place,2,2,1460,10/19/2015,2380000,37.79933,-122.42027,Russian Hill,6,SingleFamily,1908,94109
Address: 8200 Oceanview Terrace #409,1,1,745,10/16/2015,540000,37.71048,-122.467645,Ingleside Heights,4,Condominium,2002,94132
Address: 81 Frank Norris Street #501,1,1,555,10/16/2015,554000,37.789081,-122.420051,Downtown,3,Condominium,2007,94109
Address: 8300 Oceanview Terrace #304,2,2,950,10/16/2015,619000,37.71048,-122.467645,Ingleside Heights,4,Condominium,2002,94132
Address: 914 Capitol Avenue,1,2,800,10/16/2015,622500,37.718537,-122.458896,Ingleside,5,SingleFamily,1941,94112
Address: 2211 California Street #401,1,1,616,10/16/2015,725000,37.788961,-122.430971,Lower Pacific Heights,3,Condominium,1911,94115
Address: 39 Santa Cruz Avenue,2,3,1375,10/16/2015,765000,37.708951,-122.465392,Outer Mission,7,SingleFamily,1955,94112
Address: 4451 Mission Street #302,2,3,1318,10/16/2015,775000,37.72684,-122.43283,Excelsior,7,Condominium,2009,94112
Address: 481 Princeton Street,2,2,1300,10/16/2015,800000,37.723895,-122.413845,Portola,6,SingleFamily,1949,94134
Address: 532 B Clipper Street,1,2,963,10/16/2015,900000,37.748784,-122.436822,Noe Valley,4,Condominium,1912,94114
Address: 318 Byxbee Street,1,3,1625,10/16/2015,915000,37.720057,-122.46958,Merced Heights,6,SingleFamily,1926,94132
Address: 1006 Capitol Avenue,1,3,1485,10/16/2015,925000,37.72021,-122.458905,Ingleside,6,SingleFamily,1921,94112
Address: 14 Dehon Street,1,1,830,10/16/2015,985000,37.764263,-122.430143,Eureka Valley - Dolores Heights - Castro,5,Condominium,1890,94114
Address: 2768 35th Avenue,1,2,1150,10/16/2015,1150000,37.735844,-122.492059,Parkside,5,SingleFamily,1940,94116
Address: 1650 Jackson Street #408,2,2,1103,10/16/2015,1220000,37.794307,-122.422273,Nob Hill,4,Condominium,1991,94109
Address: 722 Wisconsin Street,1,1,781,10/16/2015,1230000,37.758225,-122.399341,Potrero Hill,5,SingleFamily,1911,94107
Address: 1947 Funston Avenue,2,3,1398,10/16/2015,1300000,37.751847,-122.469897,Golden Gate Heights,5,SingleFamily,1948,94116
Address: 842 30th Avenue,2.5,3,2191,10/16/2015,1395000,37.773381,-122.489292,Central Richmond,6,SingleFamily,1930,94121
Address: 40 Mirabel Avenue,2,2,1393,1/22/2016,1530000,37.746247,-122.416564,Bernal Heights,6,SingleFamily,1924,94110
Address: 3215 Harrison Street,2,2,1131,10/16/2015,1500000,37.746593,-122.411445,Bernal Heights,5,SingleFamily,1913,94110
Address: 12 Longview Court,4,4,2606,10/16/2015,1767500,37.748343,-122.450036,Midtown Terrace,7,SingleFamily,1955,94131
Address: 630 15th Avenue,3,3,2062,10/16/2015,1825000,37.776177,-122.473327,Central Richmond,8,SingleFamily,1916,94118
Address: 370 Castenada Avenue,3,4,2220,10/16/2015,2000000,37.746204,-122.465382,Forest Hill,7,SingleFamily,1941,94116
Address: 2317 Webster Street,3,4,2127,10/19/2015,2825000,37.792332,-122.433119,Pacific Heights,7,SingleFamily,1878,94115
Address: 3808 Clay Street,4,4,3100,10/16/2015,4200000,37.788213,-122.456009,Presidio Heights,9,SingleFamily,1900,94118
Address: 150 Carmel Street,4.5,5,4800,10/16/2015,6500000,37.761043,-122.449844,Parnassus - Ashbury,9,SingleFamily,1937,94117
Address: 8400 Oceanview Terrace #315,1,1,669,10/15/2015,581000,37.71048,-122.467645,Ingleside Heights,3,Condominium,2002,94132
Address: 325 Congdon Street,2,4,1210,10/15/2015,690000,37.729001,-122.425741,Excelsior,6,SingleFamily,1910,94112
Address: 201 Harrison Street #111,1,1,539,10/15/2015,695000,37.787585,-122.39048,South Beach,2,Condominium,1991,94105
Address: 2419 47th Avenue,2,3,1151,10/15/2015,775000,37.741291,-122.50599,Outer Parkside,6,SingleFamily,1938,94116
Address: 199 New Montgomery Street #704,1,1,779,10/15/2015,797000,37.786606,-122.399099,Yerba Buena,4,Condominium,2004,94105
Address: 670 Thornton Avenue,1,3,1100,10/15/2015,805000,37.731462,-122.40109,Silver Terrace,6,SingleFamily,1941,94124
Address: 1 Daniel Burnham Court #510,1,1,811,10/15/2015,845000,37.786755,-122.4225,Van Ness - Civic Center,3,Condominium,1988,94109
Address: 900 Bush Street #421,2,2,928,10/15/2015,875000,37.789945,-122.412735,Downtown,5,Condominium,1982,94109
Address: 2676 Great Highway,1,3,1200,10/15/2015,911000,37.736647,-122.505978,Outer Parkside,6,SingleFamily,1950,94116
Address: 300 3rd Street #504,1,1,1990,10/15/2015,935000,37.783184,-122.399084,Yerba Buena,3,Condominium,1990,94107
Address: 259 Faxon Avenue,1,2,1300,10/15/2015,1000000,37.719288,-122.460532,Ingleside,6,SingleFamily,1930,94112
Address: 929 Cayuga Avenue,3,3,1977,10/15/2015,1035000,37.723046,-122.438846,Mission Terrace,11,SingleFamily,1907,94112
Address: 373 Lombard Street #202,2,2,1,10/15/2015,1231000,37.803272,-122.407826,Telegraph Hill,4,Condominium,1977,94133
Address: 348 Sanchez Street,1,2,1348,10/15/2015,1410000,37.763517,-122.431117,Eureka Valley - Dolores Heights - Castro,6,Condominium,1900,94114
Address: 156 Ripley Street,2.5,2,1284,10/15/2015,1461000,37.744069,-122.411552,Bernal Heights,5,SingleFamily,2000,94110
Address: 2829 Green Street,5.5,5,5972,10/15/2015,9000000,37.794549,-122.445697,Pacific Heights,9,SingleFamily,1870,94123
Address: 333 1st Street #2103,1,1,713,12/15/2015,1029000,37.787029,-122.393638,South Beach,3,Condominium,2004,94105
Address: 818 Van Ness Avenue #206,2,2,1033,10/14/2015,1074000,37.783241,-122.420478,Van Ness - Civic Center,5,Condominium,2008,94109
Address: 2208 Mission Street #405,2,3,1173,10/14/2015,1150000,37.761604,-122.419761,Mission,6,Condominium,2009,94110
Address: 2576 Folsom Street,2,5,2228,10/14/2015,1875000,37.756057,-122.414771,Mission,10,MultiFamily2To4,1890,94110
Address: 239 Broad Street,1,0,1320,10/14/2015,400000,37.712884,-122.460348,Oceanview,5,SingleFamily,1906,94112
Address: 2755 Sutter Street,1,2,1145,10/14/2015,1000000,37.784276,-122.445724,Lower Pacific Heights,6,SingleFamily,1884,94115
Address: 738 11th Avenue,1.5,2,1952,10/14/2015,1550000,37.774366,-122.468843,Inner Richmond,5,SingleFamily,1911,94118
Address: 331 Spruce Street,8,8,6317,10/14/2015,2700000,37.787706,-122.454028,Presidio Heights,20,Duplex,1905,94118
Address: 1636 16th Avenue,1,2,1250,10/14/2015,1475000,37.757486,-122.473395,Golden Gate Heights,5,SingleFamily,1938,94122
Address: 2505 Gough Street,3,5,4567,10/14/2015,3500000,37.796619,-122.427196,Pacific Heights,23,MultiFamily2To4,1900,94123
Address: 1670 Kirkwood Avenue,4,5,2913,10/14/2015,1100000,37.739117,-122.391099,Bayview,11,SingleFamily,2001,94124
Address: 181 Granville Way,2,3,2561,10/14/2015,1900000,37.742,-122.462145,West Portal,9,SingleFamily,1923,94127
Address: 1562 Portola Drive,2.5,3,2777,10/14/2015,1975000,37.736818,-122.469539,West Portal,10,SingleFamily,1917,94127
Address: 44 MacOndray Lane #1W,2,2,1252,10/14/2015,1575000,37.799474,-122.414835,Russian Hill,4,Condominium,1980,94133
Address: 423 Raymond Avenue,2,3,1735,10/14/2015,902000,37.714315,-122.411929,Visitacion Valley,6,SingleFamily,1926,94134
Address: 385 Hamilton Street,3,3,1850,10/14/2015,915000,37.726401,-122.409476,Portola,6,SingleFamily,1994,94134
